EmployeeID,Age,Gender,Department,JobRole,Education,EducationField,MaritalStatus,JobLevel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,TotalWorkingYears,MonthlyIncome,HourlyRate,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,OverTime,BusinessTravel,PerformanceRating,TrainingTimesLastYear,NumCompaniesWorked,DistanceFromHome,JobInvolvement,StockOptionLevel,PromotionLast5Years,EmploymentType,Attrition
EMP00300,48,Male,Research & Development,Research Scientist,3,Life Sciences,Married,4,7,3,5,28,71377,95,3,4,3,3,No,Non-Travel,2,1,3,23,3,3,0,Full-Time,No
EMP00301,50,Male,Sales,Sales Executive,4,Human Resources,Married,5,8,4,5,29,124030,72,4,4,3,3,No,Travel_Rarely,1,4,1,37,2,1,1,Part-Time,No
EMP00302,54,Male,Research & Development,Manufacturing Director,5,Technical Degree,Single,5,23,7,4,34,116780,63,4,4,2,4,Yes,Non-Travel,4,4,3,14,3,1,0,Contract,No
EMP00303,52,Male,Sales,Sales Representative,3,Human Resources,Single,5,13,7,8,31,84152,52,3,2,3,3,No,Travel_Rarely,3,0,5,24,3,1,1,Contract,No
EMP00304,40,Female,Research & Development,Research Director,4,Other,Divorced,4,5,1,1,19,71048,90,1,2,3,3,No,Travel_Frequently,3,0,7,8,2,2,1,Part-Time,Yes
EMP00305,51,Male,Research & Development,Healthcare Representative,1,Life Sciences,Single,4,15,5,11,29,89484,66,4,1,4,2,No,Travel_Rarely,3,6,0,26,3,1,0,Part-Time,No
EMP00306,42,Female,Sales,Sales Representative,3,Marketing,Married,3,14,3,5,22,64414,42,3,4,1,3,Yes,Travel_Frequently,4,5,1,32,3,1,1,Full-Time,No
EMP00307,52,Female,Human Resources,Recruiter,3,Other,Divorced,5,13,10,7,30,80673,36,1,1,2,3,No,Travel_Rarely,3,6,0,28,3,3,1,Part-Time,Yes
EMP00308,22,Female,Human Resources,Recruiter,4,Marketing,Single,1,0,0,0,0,36987,71,4,3,3,3,No,Travel_Rarely,4,4,4,32,3,1,0,Full-Time,No
EMP00309,37,Male,Research & Development,Healthcare Representative,2,Other,Married,3,12,8,2,17,65767,67,2,2,3,4,Yes,Travel_Rarely,3,1,4,22,3,0,1,Full-Time,No
EMP00310,44,Male,Research & Development,Laboratory Technician,2,Technical Degree,Married,5,10,7,1,23,83750,81,3,2,3,4,No,Travel_Rarely,3,6,1,9,3,1,0,Full-Time,No
EMP00311,50,Male,Research & Development,Healthcare Representative,3,Human Resources,Divorced,5,22,16,7,28,116339,73,3,4,4,3,No,Travel_Rarely,3,3,2,3,3,1,0,Part-Time,No
EMP00312,22,Male,Sales,Sales Representative,1,Medical,Divorced,2,1,0,0,2,62761,93,3,4,2,3,Yes,Travel_Frequently,3,4,5,25,3,0,1,Full-Time,No
EMP00313,59,Female,Research & Development,Research Scientist,2,Human Resources,Married,5,26,13,12,38,114231,42,4,4,3,3,No,Non-Travel,3,5,6,39,3,1,1,Part-Time,No
EMP00314,43,Male,Sales,Sales Representative,5,Life Sciences,Single,3,13,6,7,21,79456,57,3,3,3,2,No,Travel_Frequently,3,5,5,12,3,1,1,Full-Time,No
EMP00315,51,Male,Research & Development,Manufacturing Director,3,Medical,Married,4,6,4,1,29,74743,30,1,4,2,2,No,Travel_Rarely,4,4,7,29,2,1,0,Full-Time,Yes
EMP00316,41,Female,Sales,Sales Representative,3,Marketing,Married,4,14,8,5,19,76579,72,4,3,4,3,No,Travel_Frequently,3,0,6,3,2,2,1,Contract,No
EMP00317,42,Female,Human Resources,Recruiter,4,Technical Degree,Married,4,10,8,0,21,74432,71,4,4,3,3,No,Travel_Rarely,3,1,3,23,2,1,1,Full-Time,No
EMP00318,21,Male,Human Resources,Recruiter,3,Technical Degree,Single,1,0,0,0,0,40673,79,3,2,3,4,Yes,Travel_Frequently,3,4,6,23,4,3,0,Contract,Yes
EMP00319,46,Male,Sales,Sales Executive,2,Marketing,Single,4,21,7,16,25,103268,89,3,3,4,2,Yes,Travel_Rarely,3,3,1,18,3,0,1,Full-Time,No
EMP00320,21,Male,Research & Development,Manufacturing Director,2,Life Sciences,Married,1,0,0,0,0,39877,30,1,3,2,3,Yes,Travel_Rarely,3,3,5,11,3,0,0,Full-Time,Yes
EMP00321,45,Male,Human Resources,Recruiter,3,Marketing,Married,5,9,6,0,23,120038,80,4,3,4,3,No,Travel_Frequently,3,2,6,36,2,0,0,Part-Time,No
EMP00322,36,Male,Research & Development,Healthcare Representative,3,Other,Single,3,4,1,0,13,73669,45,1,4,3,3,No,Travel_Rarely,4,3,3,26,2,1,1,Full-Time,No
EMP00323,59,Male,Research & Development,Healthcare Representative,3,Life Sciences,Married,5,18,3,9,39,97076,68,1,4,3,4,Yes,Travel_Rarely,3,4,0,8,4,0,1,Full-Time,No
EMP00324,52,Male,Research & Development,Research Director,1,Medical,Divorced,5,17,15,8,30,98847,44,3,3,4,4,No,Travel_Frequently,3,4,6,28,4,0,0,Full-Time,No
EMP00325,28,Male,Research & Development,Research Scientist,3,Marketing,Married,3,3,1,1,8,55922,62,2,3,4,2,No,Travel_Rarely,3,3,2,18,2,1,1,Full-Time,No
EMP00326,58,Male,Sales,Sales Manager,5,Life Sciences,Single,5,23,21,4,38,80512,82,1,3,3,2,Yes,Travel_Rarely,3,0,3,13,3,0,0,Full-Time,No
EMP00327,48,Male,Sales,Sales Executive,4,Medical,Single,4,9,6,5,28,93423,46,3,4,4,2,No,Travel_Rarely,3,1,4,36,3,1,1,Full-Time,Yes
EMP00328,45,Male,Research & Development,Healthcare Representative,4,Marketing,Single,4,21,17,11,22,83398,35,1,3,3,3,No,Travel_Frequently,1,5,6,12,2,2,0,Contract,No
EMP00329,54,Female,Research & Development,Laboratory Technician,4,Technical Degree,Divorced,5,9,3,2,33,104728,60,2,1,3,3,No,Travel_Rarely,4,4,4,22,3,2,1,Full-Time,No
EMP00330,44,Female,Research & Development,Research Director,3,Marketing,Married,4,19,7,8,21,88048,98,1,3,1,3,No,Travel_Rarely,2,3,0,2,3,0,0,Full-Time,No
EMP00331,43,Male,Research & Development,Research Director,4,Human Resources,Married,3,18,11,2,20,62287,69,2,1,1,3,No,Travel_Rarely,3,5,1,28,3,1,1,Contract,No
EMP00332,32,Male,Research & Development,Healthcare Representative,2,Marketing,Married,2,7,2,2,12,52221,59,4,4,4,3,No,Travel_Frequently,2,3,3,13,1,0,1,Part-Time,No
EMP00333,26,Male,Research & Development,Healthcare Representative,4,Human Resources,Married,2,3,1,2,4,52098,98,4,2,1,3,No,Travel_Frequently,3,4,6,33,2,2,0,Full-Time,Yes
EMP00334,55,Female,Human Resources,Recruiter,3,Medical,Married,5,18,8,6,34,97111,36,3,3,2,3,No,Travel_Rarely,2,2,6,3,2,2,0,Full-Time,No
EMP00335,39,Female,Research & Development,Laboratory Technician,1,Marketing,Married,3,13,4,8,19,79401,42,3,4,4,3,No,Travel_Rarely,3,1,0,34,2,0,1,Full-Time,No
EMP00336,20,Male,Research & Development,Laboratory Technician,4,Medical,Single,1,0,0,0,0,35494,33,1,1,1,1,Yes,Travel_Rarely,3,4,6,23,3,0,0,Full-Time,Yes
EMP00337,27,Female,Research & Development,Research Scientist,5,Medical,Single,1,1,0,0,4,38010,79,1,2,2,3,No,Travel_Rarely,2,5,4,32,2,0,1,Full-Time,Yes
EMP00338,35,Male,Research & Development,Research Director,2,Life Sciences,Married,2,9,3,4,14,62292,32,2,3,3,3,No,Travel_Rarely,3,3,6,20,3,0,1,Full-Time,Yes
EMP00339,33,Male,Human Resources,Human Resources,4,Medical,Divorced,3,7,1,2,12,80836,41,3,2,3,3,Yes,Travel_Frequently,4,2,7,28,3,1,1,Full-Time,Yes
EMP00340,31,Female,Sales,Sales Executive,1,Medical,Single,3,5,3,1,9,81598,94,4,2,4,4,No,Travel_Rarely,3,6,6,8,3,1,1,Full-Time,No
EMP00341,42,Female,Sales,Sales Representative,3,Marketing,Divorced,3,9,8,0,22,62055,56,3,4,3,4,Yes,Non-Travel,4,4,4,3,3,0,1,Full-Time,No
EMP00342,34,Female,Research & Development,Research Director,3,Marketing,Married,2,6,2,2,13,41639,79,3,4,3,4,No,Travel_Rarely,4,1,4,30,3,1,1,Full-Time,No
EMP00343,47,Female,Research & Development,Research Scientist,3,Technical Degree,Single,5,6,1,0,26,91189,46,1,4,4,3,Yes,Travel_Rarely,4,2,2,25,2,3,1,Full-Time,No
EMP00344,53,Male,Research & Development,Research Scientist,5,Life Sciences,Single,5,7,4,0,30,92009,61,4,4,3,3,Yes,Travel_Rarely,4,5,2,30,2,1,1,Full-Time,No
EMP00345,21,Female,Human Resources,Recruiter,4,Medical,Single,2,0,0,0,0,62624,80,3,2,3,3,No,Travel_Rarely,3,3,4,29,1,0,0,Full-Time,Yes
EMP00346,51,Male,Sales,Sales Executive,4,Life Sciences,Married,4,7,5,1,30,91620,46,4,2,4,2,No,Travel_Rarely,4,0,5,30,2,1,1,Full-Time,No
EMP00347,42,Female,Human Resources,Human Resources,2,Human Resources,Single,4,6,4,4,22,69486,63,3,2,3,2,Yes,Travel_Rarely,4,6,1,34,2,1,1,Full-Time,Yes
EMP00348,41,Male,Research & Development,Laboratory Technician,5,Medical,Married,3,17,7,5,20,57814,64,4,4,3,1,No,Travel_Frequently,4,6,2,25,1,2,1,Full-Time,No
EMP00349,44,Female,Research & Development,Laboratory Technician,1,Life Sciences,Married,4,5,3,3,23,72371,53,4,3,1,2,Yes,Travel_Rarely,1,1,3,17,3,0,0,Full-Time,Yes
EMP00350,41,Male,Research & Development,Manufacturing Director,4,Technical Degree,Married,4,13,3,5,19,90886,83,4,2,3,3,No,Travel_Rarely,4,2,2,24,4,0,1,Full-Time,No
EMP00351,41,Female,Human Resources,Human Resources,3,Technical Degree,Single,4,8,5,4,21,94981,47,3,3,1,4,No,Travel_Rarely,3,4,3,38,2,1,1,Full-Time,No
EMP00352,25,Male,Sales,Sales Manager,1,Medical,Married,1,2,1,0,3,42234,79,3,3,3,2,Yes,Travel_Frequently,3,4,2,28,4,1,1,Part-Time,No
EMP00353,34,Female,Research & Development,Manufacturing Director,4,Human Resources,Married,2,8,7,6,14,63375,75,2,3,4,4,No,Travel_Frequently,2,2,4,33,2,1,1,Full-Time,No
EMP00354,56,Male,Research & Development,Laboratory Technician,2,Technical Degree,Married,5,16,6,6,36,88429,77,4,4,3,2,Yes,Travel_Rarely,3,4,6,36,3,0,0,Full-Time,No
EMP00355,52,Male,Research & Development,Manufacturing Director,2,Technical Degree,Married,5,19,4,12,32,93454,62,3,3,2,2,Yes,Non-Travel,4,6,3,7,3,1,0,Full-Time,No
EMP00356,27,Male,Research & Development,Healthcare Representative,3,Human Resources,Single,1,2,1,0,5,32015,56,1,4,4,3,No,Non-Travel,3,6,7,23,4,0,1,Full-Time,Yes
EMP00357,24,Male,Sales,Sales Manager,1,Life Sciences,Married,1,1,0,0,2,33969,30,3,3,2,3,No,Travel_Rarely,3,6,6,26,2,0,1,Full-Time,Yes
EMP00358,58,Female,Sales,Sales Executive,2,Technical Degree,Married,5,10,8,5,36,121581,88,1,4,4,1,No,Travel_Rarely,4,2,6,14,2,1,1,Full-Time,No
EMP00359,23,Male,Research & Development,Research Scientist,1,Marketing,Married,2,0,0,0,0,54602,39,3,4,3,2,No,Travel_Rarely,2,1,1,28,1,0,1,Full-Time,No
EMP00360,25,Female,Research & Development,Research Director,3,Other,Married,2,1,0,0,3,58516,54,3,4,2,3,No,Travel_Rarely,3,6,2,24,3,0,1,Full-Time,No
EMP00361,51,Male,Sales,Sales Executive,1,Other,Married,5,13,7,2,28,101840,86,2,1,4,2,No,Travel_Rarely,3,4,2,7,4,1,0,Full-Time,No
EMP00362,49,Male,Sales,Sales Executive,4,Technical Degree,Single,5,19,8,9,26,80391,95,1,2,2,3,No,Non-Travel,3,1,4,36,3,1,1,Full-Time,No
EMP00363,54,Female,Human Resources,Recruiter,2,Life Sciences,Married,5,15,13,11,31,82035,44,4,3,4,3,No,Travel_Rarely,3,3,3,39,3,0,0,Full-Time,No
EMP00364,59,Female,Sales,Sales Representative,5,Life Sciences,Married,5,32,18,11,38,104063,57,4,3,1,2,No,Travel_Rarely,3,3,5,15,3,1,1,Full-Time,No
EMP00365,35,Male,Human Resources,HR Manager,4,Medical,Married,3,7,5,4,14,76191,42,4,3,2,4,No,Travel_Rarely,2,3,4,3,4,0,1,Full-Time,No
EMP00366,32,Male,Research & Development,Laboratory Technician,2,Marketing,Single,2,8,5,3,11,45967,43,3,4,2,2,No,Non-Travel,3,3,6,2,3,0,0,Full-Time,No
EMP00367,49,Female,Research & Development,Research Scientist,4,Life Sciences,Divorced,4,7,5,2,26,94454,95,4,1,1,3,No,Travel_Rarely,4,4,3,7,2,1,1,Part-Time,No
EMP00368,38,Male,Sales,Sales Representative,4,Human Resources,Married,4,13,6,9,15,97915,63,3,3,4,3,No,Travel_Frequently,3,2,2,16,4,0,0,Full-Time,No
EMP00369,36,Female,Sales,Sales Manager,5,Marketing,Single,3,12,10,8,16,66524,54,2,2,3,4,No,Travel_Rarely,3,4,2,21,2,3,0,Full-Time,No
EMP00370,38,Female,Research & Development,Healthcare Representative,3,Other,Married,3,5,2,3,15,77062,83,1,4,4,3,No,Travel_Frequently,2,5,2,9,1,0,0,Full-Time,No
EMP00371,47,Female,Research & Development,Laboratory Technician,1,Marketing,Married,4,8,5,1,26,82057,41,2,4,2,3,No,Travel_Rarely,4,4,2,12,2,2,1,Full-Time,No
EMP00372,45,Male,Research & Development,Healthcare Representative,3,Human Resources,Married,5,9,3,3,22,110593,38,1,3,3,2,No,Travel_Rarely,4,1,7,29,3,2,0,Full-Time,Yes
EMP00373,56,Female,Sales,Sales Representative,3,Technical Degree,Married,5,32,18,5,33,114575,60,4,1,3,3,No,Travel_Rarely,3,2,0,24,3,3,1,Full-Time,No
EMP00374,45,Male,Research & Development,Laboratory Technician,3,Human Resources,Divorced,4,10,4,3,25,104985,82,1,4,3,3,No,Travel_Frequently,3,6,2,33,2,0,1,Full-Time,No
EMP00375,42,Male,Research & Development,Healthcare Representative,3,Human Resources,Single,3,10,4,3,19,64429,72,3,3,3,3,No,Travel_Rarely,3,0,2,14,3,2,0,Full-Time,No
EMP00376,28,Male,Research & Development,Manufacturing Director,4,Technical Degree,Married,2,1,0,0,6,50664,67,3,3,3,4,No,Travel_Rarely,3,0,5,18,3,3,1,Full-Time,No
EMP00377,31,Male,Research & Development,Healthcare Representative,5,Technical Degree,Divorced,2,5,1,3,11,44774,71,2,4,1,1,No,Travel_Rarely,3,6,5,5,4,0,1,Full-Time,Yes
EMP00378,20,Female,Research & Development,Healthcare Representative,2,Technical Degree,Divorced,1,0,0,0,0,31417,77,3,4,4,4,No,Travel_Frequently,3,2,3,15,3,1,1,Full-Time,No
EMP00379,20,Female,Research & Development,Research Scientist,1,Technical Degree,Married,1,0,0,0,0,39491,96,1,3,4,4,Yes,Travel_Frequently,3,0,6,7,3,0,0,Full-Time,Yes
EMP00380,53,Female,Sales,Sales Manager,2,Technical Degree,Divorced,5,20,4,13,33,121692,95,4,3,3,3,Yes,Travel_Rarely,4,2,2,25,3,1,0,Full-Time,No
EMP00381,51,Male,Research & Development,Research Director,4,Human Resources,Single,4,23,17,3,28,81689,45,2,2,2,3,No,Travel_Rarely,2,1,2,14,2,1,1,Full-Time,No
EMP00382,44,Male,Sales,Sales Manager,4,Medical,Divorced,4,14,5,6,23,73313,45,3,3,2,3,No,Travel_Rarely,4,1,7,36,2,0,1,Contract,No
EMP00383,59,Male,Research & Development,Research Scientist,3,Medical,Single,5,8,1,0,37,92307,60,4,3,3,4,No,Travel_Frequently,3,4,3,35,3,2,1,Part-Time,No
EMP00384,20,Female,Research & Development,Research Director,3,Life Sciences,Single,1,0,0,0,0,35558,87,4,2,2,2,Yes,Travel_Rarely,3,0,6,24,1,0,1,Contract,Yes
EMP00385,35,Male,Sales,Sales Representative,3,Medical,Single,2,9,8,7,14,47775,57,4,1,2,3,No,Travel_Frequently,3,6,2,15,2,2,1,Full-Time,No
EMP00386,58,Female,Research & Development,Research Director,3,Other,Married,5,33,6,2,35,89911,33,3,2,4,3,No,Travel_Rarely,3,2,7,11,3,0,0,Full-Time,No
EMP00387,24,Male,Sales,Sales Manager,3,Medical,Single,1,0,0,0,1,40193,39,3,2,3,4,No,Travel_Rarely,3,1,2,24,2,1,1,Full-Time,No
EMP00388,41,Male,Research & Development,Healthcare Representative,4,Human Resources,Single,4,7,4,1,19,66605,80,3,3,3,3,No,Travel_Frequently,3,4,4,11,2,0,1,Full-Time,Yes
EMP00389,48,Female,Human Resources,Recruiter,5,Technical Degree,Single,4,9,8,6,25,87329,47,4,3,2,3,No,Travel_Rarely,2,0,0,17,3,0,1,Full-Time,No
EMP00390,22,Male,Sales,Sales Representative,5,Technical Degree,Single,2,0,0,0,0,59850,76,4,3,4,2,No,Travel_Frequently,3,0,3,6,3,1,0,Full-Time,No
EMP00391,31,Female,Human Resources,Human Resources,5,Human Resources,Married,2,8,5,1,9,47189,61,1,3,2,3,Yes,Travel_Rarely,3,0,4,21,4,0,1,Full-Time,Yes
EMP00392,45,Female,Research & Development,Research Scientist,3,Other,Married,4,21,15,1,24,89828,59,3,3,4,2,No,Travel_Frequently,3,1,5,8,3,1,1,Full-Time,No
EMP00393,35,Male,Sales,Sales Executive,3,Medical,Single,3,10,7,5,13,74620,65,4,4,4,4,No,Travel_Rarely,4,1,6,15,3,3,1,Full-Time,No
EMP00394,56,Male,Sales,Sales Representative,4,Human Resources,Married,5,16,15,4,33,109508,38,3,3,4,3,No,Travel_Rarely,3,0,1,32,3,0,1,Full-Time,No
EMP00395,41,Male,Research & Development,Research Scientist,5,Life Sciences,Divorced,4,10,8,5,18,83688,65,2,4,4,3,Yes,Travel_Rarely,3,1,1,10,2,2,1,Full-Time,No
EMP00396,48,Female,Research & Development,Research Director,2,Technical Degree,Married,5,16,3,0,28,95165,58,3,3,3,3,No,Travel_Rarely,2,0,5,28,2,0,1,Full-Time,No
EMP00397,33,Male,Research & Development,Manufacturing Director,3,Marketing,Single,3,4,2,0,10,79881,45,3,3,2,3,No,Travel_Rarely,3,3,0,15,3,0,0,Full-Time,No
EMP00398,47,Female,Sales,Sales Manager,2,Life Sciences,Married,4,16,8,8,27,95879,50,4,1,2,2,No,Travel_Frequently,3,1,6,12,3,0,0,Full-Time,No
EMP00399,24,Female,Sales,Sales Representative,3,Other,Single,1,0,0,0,2,33350,93,3,3,2,2,No,Travel_Rarely,3,2,6,18,3,3,1,Full-Time,No
EMP00400,49,Female,Research & Development,Research Scientist,3,Life Sciences,Single,4,7,3,4,26,70317,95,2,4,1,2,Yes,Travel_Rarely,3,1,7,37,3,0,1,Full-Time,No
EMP00401,24,Male,Sales,Sales Manager,3,Human Resources,Single,1,2,1,0,3,29234,88,2,4,3,3,No,Travel_Frequently,2,0,1,24,2,2,1,Full-Time,Yes
EMP00402,31,Female,Sales,Sales Executive,1,Medical,Married,3,8,4,1,10,56519,57,1,4,2,2,No,Travel_Rarely,3,2,0,37,3,3,1,Full-Time,No
EMP00403,35,Female,Sales,Sales Executive,3,Technical Degree,Single,2,7,6,5,14,54788,84,3,2,4,3,No,Travel_Rarely,3,4,1,29,3,0,1,Full-Time,No
EMP00404,45,Male,Research & Development,Research Scientist,4,Other,Single,4,14,3,4,23,68314,60,3,3,3,3,No,Travel_Rarely,3,2,1,10,3,1,0,Contract,No
EMP00405,45,Male,Human Resources,Human Resources,2,Other,Single,5,11,10,6,23,94717,62,2,3,3,3,No,Travel_Frequently,1,2,6,14,3,2,1,Full-Time,No
EMP00406,40,Female,Research & Development,Manufacturing Director,4,Marketing,Divorced,4,15,8,2,20,95674,89,3,3,4,2,No,Travel_Rarely,4,1,7,16,4,0,1,Full-Time,No
EMP00407,58,Male,Human Resources,HR Manager,3,Life Sciences,Married,5,30,20,14,37,92737,70,4,2,2,2,No,Travel_Rarely,2,5,4,37,4,0,1,Full-Time,No
EMP00408,55,Female,Research & Development,Research Director,4,Marketing,Single,5,28,24,16,35,114543,75,2,4,4,2,Yes,Travel_Frequently,4,2,6,11,4,0,1,Full-Time,No
EMP00409,52,Male,Research & Development,Research Scientist,2,Medical,Married,5,24,11,6,32,113714,78,2,4,4,3,No,Travel_Frequently,3,2,1,26,1,2,1,Full-Time,No
EMP00410,49,Male,Sales,Sales Manager,5,Medical,Married,5,9,4,5,26,90480,94,4,3,2,2,Yes,Travel_Rarely,3,6,6,19,2,2,1,Full-Time,No
EMP00411,56,Female,Research & Development,Laboratory Technician,3,Marketing,Married,5,15,7,7,33,112940,71,3,2,3,4,Yes,Travel_Rarely,3,0,5,18,1,0,0,Full-Time,No
EMP00412,42,Male,Human Resources,HR Manager,5,Technical Degree,Single,4,12,5,3,21,95463,52,4,1,3,3,No,Travel_Frequently,4,1,0,30,2,0,1,Full-Time,No
EMP00413,29,Male,Research & Development,Manufacturing Director,5,Medical,Divorced,2,3,2,1,7,50338,56,3,3,4,2,No,Non-Travel,3,0,2,32,3,3,1,Full-Time,No
EMP00414,24,Male,Research & Development,Manufacturing Director,2,Marketing,Single,1,0,0,0,1,31521,61,4,2,3,3,No,Travel_Frequently,3,1,6,23,3,0,1,Full-Time,No
EMP00415,55,Male,Research & Development,Manufacturing Director,1,Life Sciences,Married,5,15,4,1,33,103289,32,4,4,3,3,Yes,Travel_Rarely,3,4,6,12,3,1,1,Full-Time,No
EMP00416,53,Male,Sales,Sales Manager,2,Marketing,Single,5,10,2,3,33,121894,89,3,3,4,3,No,Travel_Rarely,4,5,2,13,4,0,0,Part-Time,No
EMP00417,50,Male,Human Resources,Human Resources,3,Marketing,Married,4,15,8,4,30,91245,46,4,3,2,2,No,Travel_Rarely,3,2,2,21,4,2,0,Full-Time,No
EMP00418,29,Female,Research & Development,Research Scientist,2,Human Resources,Married,2,8,2,2,9,44950,61,4,3,4,2,Yes,Travel_Rarely,3,6,0,21,2,3,0,Full-Time,Yes
EMP00419,38,Male,Research & Development,Laboratory Technician,2,Medical,Married,3,6,4,3,18,75056,36,3,1,4,2,No,Non-Travel,2,1,7,29,4,0,0,Full-Time,No
EMP00420,51,Female,Research & Development,Healthcare Representative,3,Technical Degree,Single,5,20,6,7,30,98914,98,2,4,4,3,No,Travel_Rarely,3,2,0,29,3,0,1,Full-Time,No
EMP00421,20,Male,Research & Development,Healthcare Representative,1,Technical Degree,Married,1,0,0,0,0,37810,87,3,3,4,3,Yes,Non-Travel,3,2,2,27,3,1,0,Full-Time,Yes
EMP00422,24,Female,Sales,Sales Executive,2,Human Resources,Single,1,0,0,0,1,40162,69,4,4,3,3,No,Travel_Rarely,3,3,5,29,3,0,1,Part-Time,No
EMP00423,23,Male,Research & Development,Laboratory Technician,3,Other,Married,1,1,0,0,3,36546,77,3,3,4,4,No,Travel_Rarely,3,0,1,15,1,0,0,Full-Time,No
EMP00424,35,Female,Sales,Sales Representative,1,Technical Degree,Married,3,9,6,5,13,79190,80,2,4,3,1,No,Travel_Frequently,2,5,2,12,4,1,1,Full-Time,No
EMP00425,43,Male,Research & Development,Healthcare Representative,3,Marketing,Married,3,12,7,5,20,76297,86,1,1,3,1,Yes,Travel_Rarely,3,6,3,19,3,0,1,Contract,No
EMP00426,35,Male,Research & Development,Healthcare Representative,3,Human Resources,Married,2,11,10,4,13,55561,66,3,3,2,3,No,Travel_Rarely,3,1,6,12,4,0,0,Contract,No
EMP00427,21,Male,Research & Development,Manufacturing Director,3,Life Sciences,Married,2,0,0,0,0,44419,84,2,4,4,2,No,Travel_Rarely,3,4,0,23,4,2,1,Full-Time,No
EMP00428,47,Male,Research & Development,Research Scientist,4,Medical,Married,4,6,2,1,26,98902,70,3,4,4,2,No,Travel_Rarely,2,5,3,5,3,1,1,Full-Time,No
EMP00429,51,Male,Research & Development,Research Scientist,3,Medical,Married,4,28,6,6,30,102800,49,4,4,4,3,Yes,Travel_Rarely,2,3,3,26,1,0,0,Full-Time,No
EMP00430,46,Male,Sales,Sales Manager,3,Medical,Single,5,12,10,9,24,85418,62,3,2,1,2,No,Travel_Rarely,2,0,0,10,2,1,1,Full-Time,Yes
EMP00431,39,Female,Research & Development,Manufacturing Director,3,Marketing,Married,3,11,10,2,17,68929,69,1,4,4,3,No,Non-Travel,4,4,7,22,2,2,0,Part-Time,Yes
EMP00432,43,Male,Sales,Sales Manager,4,Life Sciences,Married,4,19,16,13,23,76396,63,2,4,4,2,Yes,Travel_Rarely,3,4,6,39,2,1,0,Full-Time,No
EMP00433,31,Male,Research & Development,Research Scientist,4,Human Resources,Married,2,3,0,1,8,58908,91,2,1,3,3,No,Travel_Rarely,2,2,2,23,4,0,1,Full-Time,No
EMP00434,54,Female,Sales,Sales Executive,4,Human Resources,Single,5,26,25,7,34,112605,48,2,4,2,4,No,Travel_Frequently,3,0,5,11,2,0,0,Full-Time,No
EMP00435,52,Female,Sales,Sales Manager,4,Medical,Married,5,9,3,3,31,85601,72,3,2,3,2,Yes,Non-Travel,3,3,4,28,4,2,1,Full-Time,No
EMP00436,52,Male,Research & Development,Laboratory Technician,2,Life Sciences,Married,5,13,10,8,31,119831,98,3,3,1,4,No,Non-Travel,3,1,7,31,3,2,0,Full-Time,No
EMP00437,56,Male,Sales,Sales Manager,2,Life Sciences,Divorced,5,11,10,7,36,87465,92,2,2,3,3,No,Travel_Rarely,3,1,7,8,2,1,0,Full-Time,No
EMP00438,31,Male,Research & Development,Manufacturing Director,1,Life Sciences,Married,3,6,2,0,8,78663,39,1,4,2,4,Yes,Travel_Rarely,3,3,3,39,3,0,1,Full-Time,No
EMP00439,22,Female,Sales,Sales Manager,5,Technical Degree,Married,1,0,0,0,0,35590,42,2,1,2,2,No,Travel_Rarely,3,2,2,28,3,1,1,Full-Time,No
EMP00440,20,Female,Sales,Sales Manager,4,Technical Degree,Divorced,1,0,0,0,0,33466,34,4,3,2,3,No,Travel_Frequently,2,2,4,16,3,2,1,Full-Time,No
EMP00441,52,Male,Research & Development,Research Scientist,4,Medical,Single,5,29,28,0,31,86408,87,3,3,2,3,Yes,Non-Travel,3,4,6,31,3,0,0,Full-Time,No
EMP00442,59,Female,Sales,Sales Representative,3,Life Sciences,Single,5,22,9,10,36,86844,88,4,2,1,3,No,Travel_Rarely,4,0,3,16,1,0,1,Full-Time,No
EMP00443,29,Female,Sales,Sales Manager,4,Other,Married,2,5,4,3,8,56685,88,4,3,4,3,No,Travel_Rarely,4,4,2,5,3,1,1,Full-Time,No
EMP00444,48,Male,Research & Development,Research Director,2,Life Sciences,Married,4,14,3,4,25,87766,44,3,1,3,3,No,Travel_Rarely,2,6,3,35,3,2,1,Full-Time,No
EMP00445,32,Female,Sales,Sales Representative,1,Human Resources,Divorced,2,4,3,2,9,43730,30,4,4,3,4,No,Travel_Rarely,3,6,7,25,3,0,1,Full-Time,No
EMP00446,31,Male,Research & Development,Healthcare Representative,3,Human Resources,Married,2,4,2,2,8,43504,67,2,4,3,3,No,Travel_Rarely,3,1,2,13,4,1,1,Full-Time,No
EMP00447,50,Male,Sales,Sales Manager,3,Medical,Single,5,20,11,6,30,82412,82,3,4,3,2,No,Travel_Frequently,4,3,7,29,2,1,0,Full-Time,No
EMP00448,21,Male,Sales,Sales Representative,3,Other,Married,1,0,0,0,1,40322,81,2,4,4,3,No,Travel_Rarely,3,0,6,27,1,1,0,Full-Time,No
EMP00449,54,Male,Research & Development,Laboratory Technician,4,Life Sciences,Single,5,32,24,18,34,112152,30,4,3,2,3,No,Travel_Rarely,3,3,5,17,3,1,0,Full-Time,No
EMP00450,42,Male,Sales,Sales Executive,2,Other,Single,3,16,5,10,19,55390,40,1,2,2,3,No,Travel_Rarely,2,0,6,37,4,1,1,Full-Time,No
